period,NG,OIL,SUN
2021-12-29 02:00:00,15047,-1,0
2021-12-29 03:00:00,14661,0,0
2021-12-29 04:00:00,14038,0,0
2021-12-29 05:00:00,13424,-1,0
2021-12-29 06:00:00,12409,-1,-1
2021-12-29 07:00:00,12422,-1,0
2021-12-29 08:00:00,12074,0,-1
2021-12-29 09:00:00,11739,0,0
2021-12-29 10:00:00,11920,-1,0
2021-12-29 11:00:00,11869,-1,0
2021-12-29 12:00:00,12586,-1,-3
2021-12-29 13:00:00,13468,0,11
2021-12-29 14:00:00,13941,-2,253
2021-12-29 15:00:00,14375,0,622
2021-12-29 16:00:00,14487,0,1034
2021-12-29 17:00:00,14541,0,1421
2021-12-29 18:00:00,14687,-1,1482
2021-12-29 19:00:00,14874,-1,1309
2021-12-29 20:00:00,15251,0,1164
2021-12-29 21:00:00,15638,-1,869
2021-12-29 22:00:00,16487,0,321
2021-12-29 23:00:00,16478,0,42
2021-12-30 00:00:00,16648,-1,0
2021-12-30 01:00:00,16642,-1,0
2021-12-30 02:00:00,16486,-1,0
2021-12-30 03:00:00,15796,0,0
2021-12-30 04:00:00,15103,-2,-2
2021-12-30 05:00:00,14369,0,0
2021-12-30 06:00:00,13794,0,0
2021-12-30 07:00:00,13285,-2,0
2021-12-30 08:00:00,12726,0,0
2021-12-30 09:00:00,12819,-1,0
2021-12-30 10:00:00,12824,0,-1
2021-12-30 11:00:00,12711,0,0
2021-12-30 12:00:00,13223,0,0
2021-12-30 13:00:00,13783,-1,4
2021-12-30 14:00:00,14271,-1,182
2021-12-30 15:00:00,14808,0,511
2021-12-30 16:00:00,15018,0,829
2021-12-30 17:00:00,14987,-1,1217
2021-12-30 18:00:00,15064,-1,1432
2021-12-30 19:00:00,14982,-2,1323
2021-12-30 20:00:00,15093,0,1202
2021-12-30 21:00:00,15107,0,983
2021-12-30 22:00:00,15215,0,573
2021-12-30 23:00:00,15340,-2,103
2021-12-31 00:00:00,15626,-1,-1
2021-12-31 01:00:00,15377,0,-2
2021-12-31 02:00:00,15001,0,-1
2021-12-31 03:00:00,14763,0,0
2021-12-31 04:00:00,14142,0,-1
2021-12-31 05:00:00,13123,0,-1
2021-12-31 06:00:00,12315,-3,0
2021-12-31 07:00:00,11380,-1,-1
2021-12-31 08:00:00,11217,-1,0
2021-12-31 09:00:00,10796,0,-1
2021-12-31 10:00:00,10816,-1,0
2021-12-31 11:00:00,11089,0,0
2021-12-31 12:00:00,11507,0,0
2021-12-31 13:00:00,11552,-2,3
2021-12-31 14:00:00,12039,0,208
2021-12-31 15:00:00,12842,0,621
2021-12-31 16:00:00,13616,-1,889
2021-12-31 17:00:00,13834,-2,1189
2021-12-31 18:00:00,13749,-1,1550
2021-12-31 19:00:00,13829,0,1682
2021-12-31 20:00:00,13932,0,1785
2021-12-31 21:00:00,14095,-1,1457
2021-12-31 22:00:00,14538,-1,838
2021-12-31 23:00:00,15070,0,118
2022-01-01 00:00:00,15117,-1,0
2022-01-01 01:00:00,15035,0,0
2022-01-01 02:00:00,14304,0,0
2022-01-01 03:00:00,13840,-1,0
2022-01-01 04:00:00,13479,0,0
2022-01-01 05:00:00,12929,0,-1
2022-01-01 06:00:00,12092,-1,0
2022-01-01 07:00:00,11313,-1,-1
2022-01-01 08:00:00,10718,-1,0
2022-01-01 09:00:00,10570,-1,0
2022-01-01 10:00:00,10330,0,-1
2022-01-01 11:00:00,10271,0,0
2022-01-01 12:00:00,10551,-2,0
2022-01-01 13:00:00,10659,0,6
2022-01-01 14:00:00,10491,0,407
2022-01-01 15:00:00,11100,-2,1105
2022-01-01 16:00:00,12083,0,1546
2022-01-01 17:00:00,12753,-1,1752
2022-01-01 18:00:00,12889,0,1894
2022-01-01 19:00:00,13022,-1,1749
2022-01-01 20:00:00,13043,0,1765
2022-01-01 21:00:00,13321,-1,1431
2022-01-01 22:00:00,13730,0,748
2022-01-01 23:00:00,13991,0,91
2022-01-02 00:00:00,14468,-1,0
2022-01-02 01:00:00,14502,-2,0
2022-01-02 02:00:00,14226,-2,-1
2022-01-02 03:00:00,13673,-1,-1
2022-01-02 04:00:00,13005,0,-1
2022-01-02 05:00:00,12114,0,-1
2022-01-02 06:00:00,11256,-2,0
2022-01-02 07:00:00,10554,-1,0
2022-01-02 08:00:00,10243,-1,-2
2022-01-02 09:00:00,9902,0,0
2022-01-02 10:00:00,9678,0,0
2022-01-02 11:00:00,9629,0,0
2022-01-02 12:00:00,9497,0,0
2022-01-02 13:00:00,10115,0,5
2022-01-02 14:00:00,10748,0,302
2022-01-02 15:00:00,11454,0,634
2022-01-02 16:00:00,12162,-1,984
2022-01-02 17:00:00,12330,0,1378
2022-01-02 18:00:00,12950,-1,1275
2022-01-02 19:00:00,13141,-1,1252
2022-01-02 20:00:00,13455,-2,917
2022-01-02 21:00:00,13913,-1,440
2022-01-02 22:00:00,14540,0,151
2022-01-02 23:00:00,15043,-1,19
2022-01-03 00:00:00,15503,-1,0
2022-01-03 01:00:00,15367,0,0
2022-01-03 02:00:00,15000,0,0
2022-01-03 03:00:00,14533,-1,0
2022-01-03 04:00:00,13958,0,-1
2022-01-03 05:00:00,13276,-1,0
2022-01-03 06:00:00,13460,0,0
2022-01-03 07:00:00,13418,0,-1
2022-01-03 08:00:00,13814,-1,0
2022-01-03 09:00:00,13700,0,0
2022-01-03 10:00:00,13850,-1,-1
2022-01-03 11:00:00,14434,-1,0
2022-01-03 12:00:00,16004,0,0
2022-01-03 13:00:00,17498,-3,3
2022-01-03 14:00:00,18295,-2,143
2022-01-03 15:00:00,18684,-1,441
2022-01-03 16:00:00,19309,0,842
2022-01-03 17:00:00,19319,0,1396
2022-01-03 18:00:00,18690,0,1952
2022-01-03 19:00:00,17985,1,2093
2022-01-03 20:00:00,17199,1,2315
2022-01-03 21:00:00,16705,-2,2251
2022-01-03 22:00:00,17349,0,1486
2022-01-03 23:00:00,18701,-1,240
2022-01-04 00:00:00,19865,0,0
2022-01-04 01:00:00,20218,0,-1
2022-01-04 02:00:00,20466,-2,-2
2022-01-04 03:00:00,20263,-1,-1
2022-01-04 04:00:00,19237,-1,0
2022-01-04 05:00:00,19096,-1,0
2022-01-04 06:00:00,18592,-1,-1
2022-01-04 07:00:00,17943,-1,0
2022-01-04 08:00:00,17712,0,-1
2022-01-04 09:00:00,17778,0,0
2022-01-04 10:00:00,17772,-3,0
2022-01-04 11:00:00,18897,-2,0
2022-01-04 12:00:00,20318,21,0
2022-01-04 13:00:00,21426,42,25
2022-01-04 14:00:00,21138,28,871
2022-01-04 15:00:00,19629,0,2135
2022-01-04 16:00:00,18163,-1,2447
2022-01-04 17:00:00,17266,-2,2484
2022-01-04 18:00:00,16043,-3,2346
2022-01-04 19:00:00,15442,0,2141
2022-01-04 20:00:00,15408,0,1911
2022-01-04 21:00:00,14616,0,1991
2022-01-04 22:00:00,15303,0,1268
2022-01-04 23:00:00,16761,-2,232
2022-01-05 00:00:00,18111,0,-1
2022-01-05 01:00:00,18263,0,-1
2022-01-05 02:00:00,18157,-1,0
2022-01-05 03:00:00,17403,0,0
2022-01-05 04:00:00,16661,0,0
2022-01-05 05:00:00,15147,0,0
2022-01-05 06:00:00,14430,-1,-1
2022-01-05 07:00:00,14557,-1,-1
2022-01-05 08:00:00,14064,-2,0
2022-01-05 09:00:00,13780,-1,0
2022-01-05 10:00:00,13850,-1,0
2022-01-05 11:00:00,14327,-1,0
2022-01-05 12:00:00,15968,-2,-1
2022-01-05 13:00:00,17269,-1,2
2022-01-05 14:00:00,17233,0,325
2022-01-05 15:00:00,16132,0,1479
2022-01-05 16:00:00,14746,-1,2096
2022-01-05 17:00:00,13950,0,2399
2022-01-05 18:00:00,13380,0,2441
2022-01-05 19:00:00,12947,-1,2326
2022-01-05 20:00:00,12837,17,2357
2022-01-05 21:00:00,12928,10,2084
2022-01-05 22:00:00,13284,-2,1290
2022-01-05 23:00:00,14611,0,171
2022-01-06 00:00:00,16037,0,0
2022-01-06 01:00:00,16401,-1,0
2022-01-06 02:00:00,16245,-2,-1
2022-01-06 03:00:00,15634,0,0
2022-01-06 04:00:00,14651,-1,0
2022-01-06 05:00:00,13818,0,-1
2022-01-06 06:00:00,12821,0,0
2022-01-06 07:00:00,12865,0,0
2022-01-06 08:00:00,12764,-2,0
2022-01-06 09:00:00,13183,0,-1
2022-01-06 10:00:00,13816,0,0
2022-01-06 11:00:00,14883,-1,-1
2022-01-06 12:00:00,16373,0,0
2022-01-06 13:00:00,17715,-3,20
2022-01-06 14:00:00,17732,-2,759
2022-01-06 15:00:00,16121,0,2159
2022-01-06 16:00:00,14939,-1,2589
2022-01-06 17:00:00,14023,0,2687
2022-01-06 18:00:00,13708,0,2613
2022-01-06 19:00:00,13604,0,2544
2022-01-06 20:00:00,13864,0,2072
2022-01-06 21:00:00,14015,-1,1494
2022-01-06 22:00:00,14808,-1,797
2022-01-06 23:00:00,15963,0,96
2022-01-07 00:00:00,16723,-1,0
2022-01-07 01:00:00,16834,-1,0
2022-01-07 02:00:00,16899,0,0
2022-01-07 03:00:00,16556,-1,-1
2022-01-07 04:00:00,16112,-3,0
2022-01-07 05:00:00,15539,-2,0
2022-01-07 06:00:00,15076,0,0
2022-01-07 07:00:00,14922,-1,0
2022-01-07 08:00:00,15118,0,-3
2022-01-07 09:00:00,15422,-1,-1
2022-01-07 10:00:00,16550,0,0
2022-01-07 11:00:00,17869,-1,0
2022-01-07 12:00:00,19597,0,-1
2022-01-07 13:00:00,20711,0,24
2022-01-07 14:00:00,20515,-1,989
2022-01-07 15:00:00,19594,-2,2507
2022-01-07 16:00:00,18500,0,2946
2022-01-07 17:00:00,17759,-1,2976
2022-01-07 18:00:00,16737,-1,2826
2022-01-07 19:00:00,16111,0,2822
2022-01-07 20:00:00,15442,-1,2792
2022-01-07 21:00:00,15150,0,2263
2022-01-07 22:00:00,15198,0,1641
2022-01-07 23:00:00,16193,-1,294
2022-01-08 00:00:00,17758,-2,0
2022-01-08 01:00:00,17647,0,0
2022-01-08 02:00:00,17722,-1,-2
2022-01-08 03:00:00,17700,0,-1
2022-01-08 04:00:00,17342,-1,0
2022-01-08 05:00:00,17101,0,0
2022-01-08 06:00:00,17047,-1,0
2022-01-08 07:00:00,16739,-1,0
2022-01-08 08:00:00,16796,-2,-1
2022-01-08 09:00:00,16716,0,0
2022-01-08 10:00:00,16838,-1,0
2022-01-08 11:00:00,17199,0,0
2022-01-08 12:00:00,17550,-2,0
2022-01-08 13:00:00,18202,0,23
2022-01-08 14:00:00,18254,-1,926
2022-01-08 15:00:00,17467,0,2387
2022-01-08 16:00:00,16629,-2,2827
2022-01-08 17:00:00,14881,-1,2821
2022-01-08 18:00:00,13187,-2,2790
2022-01-08 19:00:00,11992,0,2761
2022-01-08 20:00:00,11676,-1,2628
2022-01-08 21:00:00,11703,0,2158
2022-01-08 22:00:00,12450,0,928
2022-01-08 23:00:00,13673,0,153
2022-01-09 00:00:00,15155,-1,-1
2022-01-09 01:00:00,15294,-2,-1
2022-01-09 02:00:00,15171,-1,0
2022-01-09 03:00:00,14614,0,-1
2022-01-09 04:00:00,13848,-1,0
2022-01-09 05:00:00,12675,0,-1
2022-01-09 06:00:00,11551,-1,-1
2022-01-09 07:00:00,11163,-1,0
2022-01-09 08:00:00,10646,0,0
2022-01-09 09:00:00,10347,0,0
2022-01-09 10:00:00,10513,0,0
2022-01-09 11:00:00,10605,-2,0
2022-01-09 12:00:00,10704,-1,-3
2022-01-09 13:00:00,11078,-2,9
2022-01-09 14:00:00,11444,0,252
2022-01-09 15:00:00,11460,-2,884
2022-01-09 16:00:00,11003,0,1628
2022-01-09 17:00:00,11191,0,1859
2022-01-09 18:00:00,11015,0,1951
2022-01-09 19:00:00,10846,-1,2049
2022-01-09 20:00:00,10815,-2,1862
2022-01-09 21:00:00,11308,-1,1173
2022-01-09 22:00:00,12180,0,565
2022-01-09 23:00:00,13109,0,85
2022-01-10 00:00:00,13555,0,0
2022-01-10 01:00:00,13366,0,0
2022-01-10 02:00:00,12849,-1,-1
2022-01-10 03:00:00,12046,-1,0
2022-01-10 04:00:00,11184,0,0
2022-01-10 05:00:00,10500,-1,0
2022-01-10 06:00:00,10028,0,0
2022-01-10 07:00:00,9823,-1,0
2022-01-10 08:00:00,9726,-1,0
2022-01-10 09:00:00,9936,0,-1
2022-01-10 10:00:00,10403,-1,0
2022-01-10 11:00:00,11464,0,0
2022-01-10 12:00:00,13673,-1,-1
2022-01-10 13:00:00,15376,-1,5
2022-01-10 14:00:00,15831,-1,337
2022-01-10 15:00:00,15750,-1,1056
2022-01-10 16:00:00,15355,0,1637
2022-01-10 17:00:00,14994,0,2081
2022-01-10 18:00:00,14654,-1,2388
2022-01-10 19:00:00,14112,-1,2479
2022-01-10 20:00:00,13476,0,2579
2022-01-10 21:00:00,13376,0,2491
2022-01-10 22:00:00,14243,0,1662
2022-01-10 23:00:00,16122,-1,241
2022-01-11 00:00:00,16914,-1,1
2022-01-11 01:00:00,17138,-2,1
2022-01-11 02:00:00,16868,-2,-2
2022-01-11 03:00:00,16583,0,1
2022-01-11 04:00:00,16489,-3,0
2022-01-11 05:00:00,16480,0,1
2022-01-11 06:00:00,16707,0,0
2022-01-11 07:00:00,16577,0,1
2022-01-11 08:00:00,16815,0,1
2022-01-11 09:00:00,16959,0,0
2022-01-11 10:00:00,17073,0,1
2022-01-11 11:00:00,18057,25,0
2022-01-11 12:00:00,19584,29,1
2022-01-11 13:00:00,20494,-3,23
2022-01-11 14:00:00,19738,-2,989
2022-01-11 15:00:00,18435,0,2553
2022-01-11 16:00:00,16950,0,3060
2022-01-11 17:00:00,16347,-1,3106
2022-01-11 18:00:00,15736,-1,3051
2022-01-11 19:00:00,14988,0,3081
2022-01-11 20:00:00,14138,-2,3137
2022-01-11 21:00:00,13510,0,2975
2022-01-11 22:00:00,14700,0,2060
2022-01-11 23:00:00,16501,-2,372
2022-01-12 00:00:00,17371,-2,1
2022-01-12 01:00:00,17818,0,0
2022-01-12 02:00:00,17806,-3,0
2022-01-12 03:00:00,17709,-2,0
2022-01-12 04:00:00,17384,0,1
2022-01-12 05:00:00,16704,0,1
2022-01-12 06:00:00,16484,-1,1
2022-01-12 07:00:00,16618,0,-1
2022-01-12 08:00:00,16795,0,-1
2022-01-12 09:00:00,17125,0,0
2022-01-12 10:00:00,17755,-1,0
2022-01-12 11:00:00,18181,-1,0
2022-01-12 12:00:00,19106,-1,0
2022-01-12 13:00:00,20500,-1,14
2022-01-12 14:00:00,20219,-1,666
2022-01-12 15:00:00,18876,-1,1896
2022-01-12 16:00:00,17338,0,2318
2022-01-12 17:00:00,16138,0,2286
2022-01-12 18:00:00,14355,0,2344
2022-01-12 19:00:00,13438,-1,2343
2022-01-12 20:00:00,13130,-1,2100
2022-01-12 21:00:00,13516,-1,1435
2022-01-12 22:00:00,14216,0,859
2022-01-12 23:00:00,15342,0,121
2022-01-13 00:00:00,16438,-2,-1
2022-01-13 01:00:00,16743,-3,0
2022-01-13 02:00:00,16803,-1,0
2022-01-13 03:00:00,16630,-1,0
2022-01-13 04:00:00,16019,-1,0
2022-01-13 05:00:00,15769,0,0
2022-01-13 06:00:00,15683,-1,0
2022-01-13 07:00:00,15628,-1,1
2022-01-13 08:00:00,15653,-1,1
2022-01-13 09:00:00,15812,0,1
2022-01-13 10:00:00,16317,-1,1
2022-01-13 11:00:00,16787,-1,-1
2022-01-13 12:00:00,17903,-1,0
2022-01-13 13:00:00,18799,-1,17
2022-01-13 14:00:00,18400,0,622
2022-01-13 15:00:00,16773,0,1990
2022-01-13 16:00:00,15350,-1,2550
2022-01-13 17:00:00,14071,0,2815
2022-01-13 18:00:00,13165,0,2797
2022-01-13 19:00:00,12472,-1,2800
2022-01-13 20:00:00,12233,-1,2758
2022-01-13 21:00:00,12609,0,2430
2022-01-13 22:00:00,13415,0,1495
2022-01-13 23:00:00,14207,0,291
2022-01-14 00:00:00,15077,-2,0
2022-01-14 01:00:00,15002,-1,1
2022-01-14 02:00:00,15312,-3,1
2022-01-14 03:00:00,14346,-1,-1
2022-01-14 04:00:00,13871,0,-1
2022-01-14 05:00:00,13130,-1,1
2022-01-14 06:00:00,12921,0,1
2022-01-14 07:00:00,12873,0,1
2022-01-14 08:00:00,12706,-1,0
2022-01-14 09:00:00,13002,-1,1
2022-01-14 10:00:00,13645,0,-1
2022-01-14 11:00:00,14796,-1,1
2022-01-14 12:00:00,15971,-1,1
2022-01-14 13:00:00,17021,-1,21
2022-01-14 14:00:00,16540,-1,878
2022-01-14 15:00:00,15701,0,2195
2022-01-14 16:00:00,14586,-1,2569
2022-01-14 17:00:00,13021,0,2756
2022-01-14 18:00:00,11791,-1,2714
2022-01-14 19:00:00,11242,0,2632
2022-01-14 20:00:00,10817,-1,2599
2022-01-14 21:00:00,10952,0,2336
2022-01-14 22:00:00,11726,0,1516
2022-01-14 23:00:00,13017,0,283
2022-01-15 00:00:00,14219,-1,1
2022-01-15 01:00:00,14402,0,0
2022-01-15 02:00:00,14440,-2,0
2022-01-15 03:00:00,14461,-2,1
2022-01-15 04:00:00,14272,-3,1
2022-01-15 05:00:00,13913,0,0
2022-01-15 06:00:00,13091,0,1
2022-01-15 07:00:00,12605,-1,1
2022-01-15 08:00:00,12827,-2,0
2022-01-15 09:00:00,12906,0,1
2022-01-15 10:00:00,13091,0,0
2022-01-15 11:00:00,13239,0,1
2022-01-15 12:00:00,13755,-1,0
2022-01-15 13:00:00,14279,0,30
2022-01-15 14:00:00,14488,-2,529
2022-01-15 15:00:00,13942,-1,1452
2022-01-15 16:00:00,13553,-1,1887
2022-01-15 17:00:00,13028,0,1951
2022-01-15 18:00:00,12488,0,1987
2022-01-15 19:00:00,12374,0,1687
2022-01-15 20:00:00,12643,-2,1270
2022-01-15 21:00:00,13283,0,681
2022-01-15 22:00:00,13692,-1,277
2022-01-15 23:00:00,13965,0,38
2022-01-16 00:00:00,14168,-1,0
2022-01-16 01:00:00,14167,0,1
2022-01-16 02:00:00,14164,0,1
2022-01-16 03:00:00,14242,-1,-1
2022-01-16 04:00:00,14073,-1,0
2022-01-16 05:00:00,13767,-1,0
2022-01-16 06:00:00,12953,-1,-1
2022-01-16 07:00:00,13029,-1,0
2022-01-16 08:00:00,12934,-1,-1
2022-01-16 09:00:00,13161,-1,0
2022-01-16 10:00:00,13545,-1,-1
2022-01-16 11:00:00,14052,-1,1
2022-01-16 12:00:00,14104,0,-1
2022-01-16 13:00:00,14693,-2,5
2022-01-16 14:00:00,15754,-1,115
2022-01-16 15:00:00,16380,-1,536
2022-01-16 16:00:00,16728,0,966
2022-01-16 17:00:00,17062,0,1245
2022-01-16 18:00:00,17007,-1,1340
2022-01-16 19:00:00,17106,0,1080
2022-01-16 20:00:00,17166,-1,904
2022-01-16 21:00:00,17401,-1,431
2022-01-16 22:00:00,17704,-1,228
2022-01-16 23:00:00,18115,-2,52
2022-01-17 00:00:00,18299,0,1
2022-01-17 01:00:00,17817,-1,1
2022-01-17 02:00:00,17659,-1,0
2022-01-17 03:00:00,16946,0,1
2022-01-17 04:00:00,16450,0,-1
2022-01-17 05:00:00,15872,-1,0
2022-01-17 06:00:00,15799,-1,0
2022-01-17 07:00:00,15634,0,0
2022-01-17 08:00:00,15644,-2,-2
2022-01-17 09:00:00,15718,-2,-1
2022-01-17 10:00:00,15949,-1,-1
2022-01-17 11:00:00,15896,0,0
2022-01-17 12:00:00,16165,-2,0
2022-01-17 13:00:00,16896,0,13
2022-01-17 14:00:00,17215,0,557
2022-01-17 15:00:00,17068,0,1602
2022-01-17 16:00:00,16646,-1,2365
2022-01-17 17:00:00,16477,0,2400
2022-01-17 18:00:00,15802,-2,2321
2022-01-17 19:00:00,15483,0,2246
2022-01-17 20:00:00,15353,0,2138
2022-01-17 21:00:00,15287,-1,1944
2022-01-17 22:00:00,15581,-1,1325
2022-01-17 23:00:00,16529,0,286
2022-01-18 00:00:00,17596,-3,2
2022-01-18 01:00:00,18084,0,0
2022-01-18 02:00:00,17893,0,-1
2022-01-18 03:00:00,17378,-2,1
2022-01-18 04:00:00,17141,-2,0
2022-01-18 05:00:00,16728,0,1
2022-01-18 06:00:00,16705,-1,0
2022-01-18 07:00:00,16610,-1,0
2022-01-18 08:00:00,16559,0,0
2022-01-18 09:00:00,16721,-2,1
2022-01-18 10:00:00,16919,0,0
2022-01-18 11:00:00,17715,-1,1
2022-01-18 12:00:00,19024,-1,1
2022-01-18 13:00:00,20450,40,28
2022-01-18 14:00:00,20219,23,1016
2022-01-18 15:00:00,18807,-2,2435
2022-01-18 16:00:00,16530,0,2946
2022-01-18 17:00:00,15732,0,3028
2022-01-18 18:00:00,14530,-1,2993
2022-01-18 19:00:00,13227,0,2978
2022-01-18 20:00:00,12323,0,2978
2022-01-18 21:00:00,12032,-1,3015
2022-01-18 22:00:00,12564,0,2158
2022-01-18 23:00:00,14916,-2,427
2022-01-19 00:00:00,15905,-2,10
2022-01-19 01:00:00,16495,0,11
2022-01-19 02:00:00,16685,-2,1
2022-01-19 03:00:00,16588,0,0
2022-01-19 04:00:00,16327,-1,0
2022-01-19 05:00:00,16065,-1,1
2022-01-19 06:00:00,15662,-1,1
2022-01-19 07:00:00,15858,0,0
2022-01-19 08:00:00,15836,-2,0
2022-01-19 09:00:00,15867,-2,1
2022-01-19 10:00:00,16310,-1,0
2022-01-19 11:00:00,16706,-1,1
2022-01-19 12:00:00,17272,0,1
2022-01-19 13:00:00,17814,0,29
2022-01-19 14:00:00,17141,-2,1021
2022-01-19 15:00:00,15814,-1,2473
2022-01-19 16:00:00,13996,-1,2917
2022-01-19 17:00:00,12258,-1,2965
2022-01-19 18:00:00,11109,0,2854
2022-01-19 19:00:00,10722,0,2973
2022-01-19 20:00:00,10666,0,2765
2022-01-19 21:00:00,10576,0,2583
2022-01-19 22:00:00,11192,-2,1743
2022-01-19 23:00:00,12607,0,325
2022-01-20 00:00:00,13772,-1,-1
2022-01-20 01:00:00,13849,0,0
2022-01-20 02:00:00,13728,-1,1
2022-01-20 03:00:00,13893,0,0
2022-01-20 04:00:00,12735,-1,1
2022-01-20 05:00:00,11728,-2,1
2022-01-20 06:00:00,10939,-1,0
2022-01-20 07:00:00,10707,-1,1
2022-01-20 08:00:00,10686,0,1
2022-01-20 09:00:00,10670,-1,1
2022-01-20 10:00:00,11143,-1,1
2022-01-20 11:00:00,12277,-1,1
2022-01-20 12:00:00,13847,0,-1
2022-01-20 13:00:00,14578,-2,23
2022-01-20 14:00:00,14695,-2,491
2022-01-20 15:00:00,14715,0,805
2022-01-20 16:00:00,14588,0,802
2022-01-20 17:00:00,14813,-1,931
2022-01-20 18:00:00,15330,0,962
2022-01-20 19:00:00,15140,-1,700
2022-01-20 20:00:00,15115,-1,470
2022-01-20 21:00:00,15675,0,302
2022-01-20 22:00:00,16084,0,106
2022-01-20 23:00:00,16881,0,28
2022-01-21 00:00:00,17472,0,-1
2022-01-21 01:00:00,17659,-1,0
2022-01-21 02:00:00,17493,-1,0
2022-01-21 03:00:00,17206,-2,0
2022-01-21 04:00:00,16531,0,-1
2022-01-21 05:00:00,15814,-3,0
2022-01-21 06:00:00,15468,0,0
2022-01-21 07:00:00,15573,-1,-1
2022-01-21 08:00:00,15530,-1,-1
2022-01-21 09:00:00,15485,0,0
2022-01-21 10:00:00,15901,0,-1
2022-01-21 11:00:00,16757,-2,0
2022-01-21 12:00:00,18069,0,-1
2022-01-21 13:00:00,18771,-2,2
2022-01-21 14:00:00,18776,0,63
2022-01-21 15:00:00,18828,0,201
2022-01-21 16:00:00,18560,-2,324
2022-01-21 17:00:00,18836,0,396
2022-01-21 18:00:00,18677,-2,436
2022-01-21 19:00:00,18512,-1,395
2022-01-21 20:00:00,18421,-1,367
2022-01-21 21:00:00,18095,0,298
2022-01-21 22:00:00,17960,0,155
2022-01-21 23:00:00,18709,-1,34
2022-01-22 00:00:00,19107,0,1
2022-01-22 01:00:00,18695,-4,-1
2022-01-22 02:00:00,18298,-1,-1
2022-01-22 03:00:00,17428,0,-1
2022-01-22 04:00:00,16936,0,0
2022-01-22 05:00:00,16634,0,-1
2022-01-22 06:00:00,16478,0,0
2022-01-22 07:00:00,16204,-3,0
2022-01-22 08:00:00,16485,-1,-1
2022-01-22 09:00:00,16533,0,-1
2022-01-22 10:00:00,16776,-1,0
2022-01-22 11:00:00,16904,0,0
2022-01-22 12:00:00,17257,-2,0
2022-01-22 13:00:00,17771,0,1
2022-01-22 14:00:00,17792,-3,97
2022-01-22 15:00:00,17768,0,370
2022-01-22 16:00:00,17544,-1,772
2022-01-22 17:00:00,17289,-1,1362
2022-01-22 18:00:00,16450,-2,1579
2022-01-22 19:00:00,15981,0,1389
2022-01-22 20:00:00,15156,-1,1360
2022-01-22 21:00:00,14597,-1,1206
2022-01-22 22:00:00,14657,0,967
2022-01-22 23:00:00,15352,-1,286
2022-01-23 00:00:00,15321,-1,0
2022-01-23 01:00:00,15551,0,-1
2022-01-23 02:00:00,16425,0,0
2022-01-23 03:00:00,17905,0,0
2022-01-23 04:00:00,17794,-2,0
2022-01-23 05:00:00,17450,-1,0
2022-01-23 06:00:00,17159,-2,-1
2022-01-23 07:00:00,17151,0,-2
2022-01-23 08:00:00,17287,0,0
2022-01-23 09:00:00,17374,0,0
2022-01-23 10:00:00,17828,0,0
2022-01-23 11:00:00,17837,-3,0
2022-01-23 12:00:00,18300,-1,0
2022-01-23 13:00:00,18856,-1,36
2022-01-23 14:00:00,19135,-3,1190
2022-01-23 15:00:00,18419,0,2812
2022-01-23 16:00:00,17485,0,3194
2022-01-23 17:00:00,15963,-1,3348
2022-01-23 18:00:00,14876,-1,3302
2022-01-23 19:00:00,13936,0,3315
2022-01-23 20:00:00,12946,0,3268
2022-01-23 21:00:00,12483,-1,3202
2022-01-23 22:00:00,12703,-1,2317
2022-01-23 23:00:00,14478,-1,619
2022-01-24 00:00:00,15275,-1,2
2022-01-24 01:00:00,15643,-1,0
2022-01-24 02:00:00,15763,-1,0
2022-01-24 03:00:00,15755,-1,0
2022-01-24 04:00:00,15757,0,0
2022-01-24 05:00:00,15541,0,-2
2022-01-24 06:00:00,15447,-2,0
2022-01-24 07:00:00,15668,0,0
2022-01-24 08:00:00,15718,-1,0
2022-01-24 09:00:00,15872,-2,0
2022-01-24 10:00:00,16183,0,-1
2022-01-24 11:00:00,16525,-1,-1
2022-01-24 12:00:00,17940,0,0
2022-01-24 13:00:00,19424,-1,39
2022-01-24 14:00:00,19623,-1,1198
2022-01-24 15:00:00,17730,-2,2721
2022-01-24 16:00:00,15741,-1,3129
2022-01-24 17:00:00,13907,0,3112
2022-01-24 18:00:00,12723,-3,3079
2022-01-24 19:00:00,12088,-2,3045
2022-01-24 20:00:00,11624,0,2913
2022-01-24 21:00:00,11624,-1,2305
2022-01-24 22:00:00,12250,0,1298
2022-01-24 23:00:00,13035,0,261
2022-01-25 00:00:00,14363,0,1
2022-01-25 01:00:00,14791,0,0
2022-01-25 02:00:00,14358,-3,0
2022-01-25 03:00:00,14093,0,0
2022-01-25 04:00:00,13561,0,-2
2022-01-25 05:00:00,12565,0,0
2022-01-25 06:00:00,12083,-1,0
2022-01-25 07:00:00,12146,0,-1
2022-01-25 08:00:00,12087,-1,-1
2022-01-25 09:00:00,12025,-3,0
2022-01-25 10:00:00,12095,-1,-1
2022-01-25 11:00:00,12544,1,0
2022-01-25 12:00:00,13652,2,0
2022-01-25 13:00:00,14948,0,2
2022-01-25 14:00:00,14700,17,103
2022-01-25 15:00:00,14633,30,482
2022-01-25 16:00:00,14439,-2,788
2022-01-25 17:00:00,13752,0,1025
2022-01-25 18:00:00,13315,0,1179
2022-01-25 19:00:00,13672,0,1178
2022-01-25 20:00:00,13328,0,888
2022-01-25 21:00:00,13216,-2,648
